Client 2 started! ... 
round_1_aggregation order: [2, 1, 3, 5]
round_2_aggregation order: [2, 0, 1, 3]
round_3_aggregation order: [2, 0, 1, 3]
round_4_aggregation order: [2, 0, 1, 3]
round_5_aggregation order: [2, 0, 1, 3]
round_6_aggregation order: [2, 0, 1, 3]
round_7_aggregation order: [2, 0, 1, 3]
round_8_aggregation order: [2, 0, 1, 3]
round_9_aggregation order: [2, 0, 1, 3]
round_10_aggregation order: [2, 1, 3, 5]
round_11_aggregation order: [2, 1, 3, 5]
round_12_aggregation order: [2, 3, 5, 6]
round_13_aggregation order: [2, 3, 1, 4]
round_14_aggregation order: [2, 1, 3, 5]
round_15_aggregation order: [2, 0, 1, 3]
round_16_aggregation order: [2, 0, 1, 3]
round_17_aggregation order: [2, 0, 1, 3]
round_18_aggregation order: [2, 1, 3, 5]
round_19_aggregation order: [2, 0, 1, 3]
round_20_aggregation order: [2, 1, 3, 5]
round_21_aggregation order: [2, 1, 3, 0]
round_22_aggregation order: [2, 0, 1, 3]
round_23_aggregation order: [2, 0, 1, 3]
round_24_aggregation order: [2, 1, 3, 5]
round_25_aggregation order: [2, 0, 1, 3]
round_26_aggregation order: [2, 0, 1, 3]
round_27_aggregation order: [2, 1, 3, 5]
round_28_aggregation order: [2, 1, 3, 5]
round_29_aggregation order: [2, 1, 3, 5]
round_30_aggregation order: [2, 5, 1, 3]
round_31_aggregation order: [2, 1, 3, 0]
round_32_aggregation order: [2, 1, 3, 4]
round_33_aggregation order: [2, 1, 3, 4]
round_34_aggregation order: [2, 1, 3, 5]
round_35_aggregation order: [2, 1, 3, 5]
round_36_aggregation order: [2, 1, 3, 5]
round_37_aggregation order: [2, 5, 0, 1]
round_38_aggregation order: [2, 0, 1, 3]
round_39_aggregation order: [2, 0, 1, 3]
round_40_aggregation order: [2, 0, 1, 3]
round_41_aggregation order: [2, 0, 1, 3]
round_42_aggregation order: [2, 1, 5, 6]
round_43_aggregation order: [1, 2, 5, 0]
round_44_aggregation order: [2, 0, 1, 3]
round_45_aggregation order: [2, 1, 3, 5]
round_46_aggregation order: [2, 1, 0, 3]
round_47_aggregation order: [2, 1, 3, 4]
round_48_aggregation order: [2, 1, 3, 5]
round_49_aggregation order: [2, 1, 3, 5]
round_50_aggregation order: [2, 1, 5, 3]
round_51_aggregation order: [2, 1, 3, 5]
round_52_aggregation order: [2, 1, 3, 5]
round_53_aggregation order: [2, 1, 3, 5]
round_54_aggregation order: [2, 1, 0, 3]
round_55_aggregation order: [2, 0, 1, 3]
round_56_aggregation order: [2, 0, 1, 3]
round_57_aggregation order: [2, 0, 1, 3]
round_58_aggregation order: [2, 0, 1, 3]
round_59_aggregation order: [2, 1, 3, 5]
round_60_aggregation order: [2, 1, 3, 5]
round_61_aggregation order: [2, 5, 0, 1]
round_62_aggregation order: [2, 0, 1, 3]
round_63_aggregation order: [2, 1, 3, 5]
